0.000000	8175.775623	8275.188119	8377.602134	31488.679320
60.000000	8127.580391	8259.348466	8426.262744	31582.786110
120.000000	8134.250308	8337.488686	8321.807382	31635.910120
180.000000	8232.548511	8298.439320	8453.861600	31502.855940
240.000000	8301.905621	8367.461224	8307.788310	31274.279720
300.000000	8337.765976	8271.463146	8321.470042	31338.700100
857.900000	8105.824638	7774.958459	8196.407530	30076.955480
901.900000	8186.449451	7802.765491	8190.309819	30315.679040
945.900000	8110.414142	7803.723894	8376.320130	30649.685310
989.900000	8205.086337	7759.657395	8299.721230	31588.523140
1033.900000	8129.024081	7776.581276	8163.478197	32255.524870
1077.900000	8109.637532	7653.421937	8205.800808	33389.189230
1121.900000	8118.253901	7866.318446	8168.073204	34494.725870
1165.900000	8177.482385	7828.054086	8285.404052	35838.438160
1209.900000	8199.930846	7732.312733	8300.007440	36995.674750
1253.900000	8107.915430	7900.080930	8423.318345	38408.413170
1297.900000	8076.042950	7753.933815	8450.406477	39578.933150
1341.900000	8118.004309	7844.034847	8314.580403	41272.655680
1385.900000	8141.026032	7891.531641	8330.212745	42294.554810
1429.900000	8196.548422	7916.915037	8362.237875	43490.816250
1473.900000	8240.958805	7950.672234	8596.924749	45203.075820
1517.900000	8168.838103	7799.975851	8550.099438	46379.761020
1561.900000	8112.388451	7965.575398	8528.824475	47613.412650
1605.900000	8125.446604	7906.232466	8418.831533	48768.337620
1649.900000	8128.293713	7980.890772	8266.029758	50338.254840
1693.900000	8041.833602	7786.745960	8367.634404	51151.278640
1737.900000	8114.093730	7793.672792	8435.947673	52508.113640
1781.900000	8184.637474	7842.495724	8385.661718	53541.192160
1825.900000	8010.676525	8045.967856	8576.099144	54705.119620
1869.900000	8176.511377	7978.537542	8457.305985	55440.739860
1913.900000	8040.701304	7918.935136	8526.341149	56790.494750
1957.900000	8151.523203	7916.818132	8447.367323	57617.897280
2001.900000	7979.517815	8093.451398	8654.573560	58311.264020
2045.900000	8124.254631	7917.440107	8505.798875	59302.562220
2089.900000	8039.880807	8080.024465	8633.413771	60178.395960
2133.900000	8089.176687	7976.391792	8663.229331	60881.606230
2177.900000	8060.442552	7972.545621	8618.328744	61814.654350
2221.900000	8054.683637	7912.404989	8558.070354	62534.602670
2280.000000	8147.607821	7962.263449	8660.324881	63487.544880
2340.000000	7902.144529	8031.514078	8607.394537	64553.664320
2400.000000	8060.039162	7982.217960	8784.867630	65219.300630
2460.000000	8024.255706	8177.271617	8829.364757	66223.510740
2520.000000	8053.789150	8042.570389	8677.952122	66897.330020
2580.000000	8109.238155	7979.049708	8697.196836	67671.716550
2640.000000	7962.874018	8203.790200	8732.305909	68457.650070
2700.000000	8051.859180	8012.433937	8744.350651	68677.521360
2760.000000	8103.535844	8059.157408	8822.091909	69188.099120
2820.000000	8072.930561	8126.489323	8897.465777	70109.713180
2880.000000	8065.579188	8187.014559	8897.192482	70663.508740
2940.000000	8045.389771	8128.389340	8812.240649	71517.831040
3000.000000	8003.115288	8122.995560	8813.694762	71744.719390
3060.000000	8003.316130	8151.080910	8843.142873	72034.331920
3120.000000	7938.611654	8137.389061	8860.533946	72371.433000
3180.000000	8048.620692	8142.459552	8912.942323	73388.765900
3240.000000	8017.581176	8189.057628	8813.479852	73251.102090
3300.000000	7837.019558	8137.470165	9075.250102	73867.721480
3360.000000	7918.403625	8143.708262	8964.907025	73932.091500
3420.000000	7823.468004	8184.028959	9108.668534	74302.776990
3480.000000	7834.725307	8227.696900	8969.313104	74929.308710
3540.000000	7940.820476	8257.914796	9062.257376	74747.670320
3600.000000	7880.729666	8192.493193	9130.574303	74944.759520
3660.000000	7882.084531	8243.946413	9171.756588	75301.858090
3720.000000	7966.658349	8203.303662	8969.356462	75582.673750
3780.000000	7961.656691	8292.817814	9076.374879	76070.825610
3840.000000	7748.723068	8227.048525	9134.506855	76336.386510
3900.000000	7884.159751	8318.873922	9158.378281	76358.862290
3960.000000	7867.967710	8366.811938	9106.785565	76584.258920
4020.000000	7840.670124	8428.851380	9219.567649	76785.571430
4080.000000	8009.915021	8378.975619	9171.257423	77225.391170
4140.000000	7808.070715	8311.451016	9279.771202	77408.816370
4200.000000	7888.180739	8379.807367	9165.083217	77363.355410
4260.000000	7986.366893	8239.500958	9238.852289	77472.880930
4320.000000	7889.111775	8379.293422	9230.207164	77444.454000
4380.000000	7815.311723	8244.308930	9226.204850	77584.243950
4440.000000	7821.021210	8534.618835	9158.007955	78081.094890
4500.000000	7900.911530	8425.398155	9209.785242	78201.213810
4560.000000	7790.316106	8368.275895	9470.108977	78044.172300
4620.000000	7764.231626	8447.927004	9409.488695	78534.597460
4680.000000	7837.670798	8508.525551	9271.710861	78415.190820
4740.000000	7826.248991	8392.950419	9338.844763	78688.385780
4800.000000	7764.397552	8468.761685	9316.062439	78777.584290
4860.000000	7758.561950	8413.585010	9429.988994	78924.141750
4920.000000	7855.871677	8480.161411	9430.310562	79284.455360
4980.000000	7799.721085	8569.818380	9417.735379	78959.853510
5040.000000	7753.937406	8469.555556	9438.325220	79024.816980
5100.000000	7728.076314	8313.348879	9431.531681	79199.365810
5160.000000	7794.477198	8516.333362	9369.340526	79161.416290
5220.000000	7829.571708	8489.921123	9637.293829	79086.375480
5280.000000	7743.476805	8453.393828	9495.369610	79445.774440
5340.000000	7712.760438	8531.332769	9363.211308	79582.221040
5400.000000	7786.261793	8535.081426	9566.466193	79546.495330
5460.000000	7802.004515	8541.057463	9464.813998	79450.180690
5520.000000	7724.235573	8585.150925	9598.670939	79533.200420
5580.000000	7809.099439	8523.279342	9599.625057	79550.497860
5640.000000	7685.125100	8567.313354	9526.613017	79910.589680
5700.000000	7768.244005	8596.336054	9599.027835	79864.767240
5760.000000	7701.703431	8483.629042	9742.744397	80150.486930
5820.000000	7671.335634	8654.718641	9672.562833	80580.364970
5880.000000	7706.908204	8606.613946	9744.964448	79974.043250
5940.000000	7798.077829	8694.009131	9696.605565	80032.677690
6000.000000	7737.554702	8589.428105	9695.287667	80442.745210
6060.000000	7628.109191	8607.548548	9654.891813	80683.786180
6120.000000	7731.254713	8723.579546	9753.743532	80235.363580
6180.000000	7678.665752	8718.745856	9675.181772	80511.916540
6240.000000	7735.152647	8665.032496	9723.618125	80434.903760
6300.000000	7725.208432	8738.158344	9765.384777	80433.857310
6360.000000	7659.402304	8788.997228	9812.090259	80469.491350
6420.000000	7573.771083	8657.756365	9720.037239	80587.997120
6480.000000	7600.965496	8859.534820	9802.091930	80293.134910
6540.000000	7784.667675	8780.086368	9719.596549	80576.462230
6600.000000	7610.872491	8648.717391	9717.447174	80452.113560
6660.000000	7654.602648	8652.017275	9829.027729	80529.068830
6720.000000	7646.071605	8781.645789	9842.811109	80846.530590
6780.000000	7715.850776	8806.240072	9944.272771	80626.944150
6840.000000	7866.065961	8774.535598	9879.224580	80471.966270
6900.000000	7568.996142	8807.472322	10037.276680	80821.195000
6960.000000	7557.592371	8729.744484	9978.405631	80830.517420
7020.000000	7691.012933	8863.508516	9990.522970	80646.417820
7080.000000	7578.629841	8805.452247	9901.917493	80881.620450
7140.000000	7670.839830	8886.736541	9939.968218	80681.497070
7200.000000	7644.669203	8754.088969	9954.370991	80481.182070
7260.000000	7599.095943	8844.765761	10038.174190	81143.949680
7320.000000	7641.837343	8851.828393	9972.069123	80591.004090
7380.000000	7555.305935	8939.264091	10055.964760	80968.887030
7440.000000	7618.852381	8994.123402	9967.830526	81420.637910
7500.000000	7580.125441	8870.589548	10093.543380	81167.165480
7560.000000	7621.586962	8918.272080	10032.115500	80816.950290
7620.000000	7586.755333	8949.054011	9998.155832	81421.828040
7680.000000	7592.294916	9023.941408	10010.446730	81002.299530
7740.000000	7545.892252	8960.529490	10180.814790	81353.170040
7800.000000	7614.016653	8980.248186	10097.585410	81262.909440
7860.000000	7705.402783	8966.716091	10113.736110	81113.436040
7920.000000	7650.266649	8934.583456	10250.995360	81407.281020
7980.000000	7605.372365	9153.509856	10211.510910	80950.799180
8040.000000	7619.255247	8940.762252	10162.301420	81053.544240
8100.000000	7522.653840	8946.613078	10174.842600	81201.103210
8160.000000	7643.129930	9033.376808	10152.439480	81023.096030
8220.000000	7583.025496	9124.761087	10386.088420	81160.220350
8280.000000	7577.346180	9026.341079	10189.106250	81427.721030
8340.000000	7590.231380	9053.192384	10260.004210	81349.916630
8400.000000	7627.899289	9017.104525	10389.411570	81565.627400
8460.000000	7603.653313	9294.674508	10295.615350	81231.131160
8520.000000	7713.848285	9050.512017	10341.868180	81920.253410
8580.000000	7630.770486	9092.839013	10407.318430	81733.256940
8640.000000	7541.627037	9237.904202	10401.580110	81100.072730
8700.000000	7667.090609	9096.356869	10543.345840	81177.296690
8760.000000	7672.858318	9075.753395	10441.381240	81418.126470
8820.000000	7568.664568	9036.609963	10488.314740	81506.290740
8880.000000	7544.592115	9054.442218	10346.671660	81808.781290
8940.000000	7521.593490	9259.293531	10432.622760	81382.928460
9000.000000	7622.734592	9313.511878	10415.128780	81636.293130
9060.000000	7614.912905	9170.692906	10498.549120	81685.856140
9120.000000	7493.561957	9248.027916	10516.455240	81456.197590
9180.000000	7617.274599	9261.178688	10473.528760	81580.662140
9240.000000	7593.627905	9219.706596	10349.183610	81831.607030
9300.000000	7679.889021	9250.179804	10551.010070	81983.382250
9360.000000	7491.669614	9286.707720	10576.465120	81890.677870
9420.000000	7443.418379	9337.264520	10644.842310	81492.205250
9480.000000	7513.642877	9122.746576	10583.895450	81596.429090
9540.000000	7567.049942	9261.056991	10525.545670	81221.493170
9600.000000	7565.761919	9148.005098	10598.769290	82302.575600
9660.000000	7581.444855	9373.812792	10618.682550	81763.436230
9720.000000	7604.092638	9351.561891	10627.580900	81796.815610
9780.000000	7596.493997	9368.219587	10605.980350	82069.714150
9840.000000	7581.241545	9377.623316	10590.122640	81724.246290
9900.000000	7675.083781	9159.053447	10582.390110	81618.250800
9960.000000	7501.859132	9361.095390	10598.636210	81534.379510
10020.000000	7484.838369	9384.192537	10697.579030	82000.724370
10080.000000	7628.908650	9299.655089	10744.185180	81770.798300
10140.000000	7591.366474	9483.602006	10632.196590	82064.465830
10200.000000	7446.693355	9413.149197	10728.345450	81653.741740
10260.000000	7545.219159	9523.306013	10859.173380	81737.820090
10320.000000	7675.619471	9428.688244	10750.767830	81814.565600
10380.000000	7572.880454	9481.473797	10825.682790	81788.568450
10440.000000	7544.305416	9380.341455	10912.018060	81588.519950
10500.000000	7555.316454	9474.112401	10742.535860	81785.234490
10560.000000	7509.460985	9527.752267	10784.347420	81467.560060
10620.000000	7553.819749	9437.470383	10775.066310	81909.843280
10680.000000	7627.075747	9560.458323	10886.917880	81963.971110
10740.000000	7559.670748	9443.564673	10916.535800	81760.454690
10800.000000	7520.244493	9584.024678	10765.909480	82123.511500
10860.000000	7475.101932	9492.153126	10801.655310	82162.864070
10920.000000	7527.618554	9500.521367	10893.434900	82086.819990
10980.000000	7594.234366	9394.848169	10802.732070	81891.046950
11040.000000	7516.072943	9540.124437	10963.370200	81855.993090
11100.000000	7419.332876	9486.540420	10851.845300	81578.193260
11160.000000	7525.614960	9590.931772	11062.944070	82279.423880
11220.000000	7572.267277	9646.814661	10873.275260	82355.766360
11280.000000	7492.623812	9551.620694	11048.646470	82020.588670
11340.000000	7453.432268	9455.297196	10979.312390	81892.724540
11400.000000	7542.027615	9609.484730	11056.135820	82005.978140
